src,dest,rssi,etx,delay,busy_fraction,label
55645,16576,-70.28,2.215,20.54,0.4329,1
8696,28327,-60.78,2.435,10.99,0.3046,0
22132,99294,-79.8,10.795,44.87,0.6412,0
85112,41318,-88.37,8.106,54.84,0.5802,0
71475,30108,-60.01,1.148,7.07,0.5303,1
22598,61611,-82.81,4.862,53.12,0.5292,0
76086,59713,-58.71,1.15,8.25,0.2211,1
51770,84222,-76.72,3.406,116.73,0.8872,0
40579,67619,-51.56,1.249,9.53,0.3523,1
2810,2941,-63.27,8.422,52.14,0.9604,0
76941,61639,-77.9,10.299,18.53,0.8906,0
13229,78491,-64.95,12.489,51.61,0.66,0
1765,61785,-47.19,1.33,6.31,0.2963,1
60414,32368,-45.69,2.144,7.75,0.5291,1
53938,92700,-61.99,4.71,21.9,0.6664,0
83799,15893,-49.52,1.302,10.44,0.2061,1
13126,64024,-60.24,1.768,17.29,0.4758,1
48001,4336,-78.0,13.454,96.63,0.8619,0
43770,66674,-46.31,1.348,6.71,0.0716,1
93477,56790,-43.85,1.026,8.96,0.422,1
3556,93331,-73.05,3.592,35.39,0.7495,0
64227,46729,-56.8,5.809,37.45,0.4825,0
10497,41338,-45.95,2.115,7.85,0.0955,1
98722,1051,-72.15,3.451,150.0,0.7398,0
88341,30096,-53.0,1.249,14.22,0.2069,1
10480,9016,-55.48,3.418,4.88,0.0981,1
73503,68254,-71.8,3.469,10.36,0.2498,1
66795,88222,-52.99,1.479,27.11,0.5814,1
35771,10707,-68.1,2.803,41.49,0.7867,0
37781,5826,-49.58,2.009,12.33,0.3358,1
80846,70583,-55.41,1.208,4.81,0.1263,1
81754,13092,-40.51,4.737,4.23,0.2575,1
76144,19381,-79.59,2.534,90.22,0.73,0
28285,73316,-70.35,4.455,12.41,0.1936,1
11079,97674,-71.25,9.145,123.12,0.6943,0
7500,39659,-71.32,3.689,34.31,0.855,0
86867,56571,-64.37,1.026,29.43,0.2415,1
54215,20923,-54.42,3.878,11.6,0.0893,1
74065,62215,-86.67,5.15,21.14,0.6093,0
58604,41523,-59.81,4.406,47.08,0.5623,0
56405,76013,-60.78,3.343,52.61,0.7982,0
28524,36719,-77.18,7.683,108.14,0.851,0
432,89321,-75.15,5.557,83.99,0.8291,0
27637,79357,-58.61,1.179,6.55,0.4373,1
40717,24608,-70.83,2.029,7.81,0.1475,1
12502,92392,-58.05,2.771,35.01,0.5228,0
66421,69196,-62.34,3.794,23.11,0.2754,0
30094,23507,-81.93,3.499,84.43,0.8254,0
79448,48144,-94.76,10.537,16.56,0.9534,0
15462,71146,-52.01,1.196,7.75,0.1549,1
79068,96327,-59.26,1.361,9.6,0.2793,1
80853,16022,-76.64,8.883,38.75,0.8743,0
11583,12688,-87.75,4.434,35.44,0.8431,0
33857,67121,-80.28,9.579,46.08,0.6922,0
16412,59615,-90.53,7.824,24.9,0.6375,0
67037,80911,-50.6,1.66,19.45,0.2014,1
66249,49657,-48.59,1.981,7.34,0.1643,1
22659,35303,-57.96,1.316,8.45,0.1401,1
41508,42670,-62.52,1.844,5.8,0.1477,1
52151,37529,-35.59,1.466,8.39,0.2533,1
61595,43735,-48.87,1.638,11.92,0.2351,1
74929,30446,-58.07,1.689,10.05,0.3759,1
27303,70473,-74.1,2.64,13.78,0.3733,1
98288,67407,-53.68,1.194,4.25,0.1545,1
74646,73084,-52.09,1.171,41.95,0.2092,1
4104,66975,-71.07,8.259,63.6,0.9999,0
16643,11287,-50.36,1.176,6.7,0.0495,1
1605,10258,-72.09,7.1,47.42,0.7376,0
94302,91181,-85.36,4.033,81.24,0.8785,0
26816,30760,-88.17,4.39,150.0,0.6712,0
44461,44392,-62.52,1.419,9.48,0.342,1
95448,81522,-75.3,8.474,150.0,0.9748,0
55070,68138,-87.07,4.998,47.96,0.7311,0
31428,25288,-72.62,7.916,82.58,0.6209,0
18270,29381,-62.01,2.451,15.68,0.407,1
80901,6520,-56.7,3.264,16.77,0.1556,1
74911,68320,-49.1,1.942,13.18,0.3306,1
45163,41334,-65.81,2.964,2.04,0.2038,1
35650,17432,-50.56,1.495,76.26,0.2563,1
60864,45100,-74.27,2.114,18.14,0.2129,1
15121,187,-83.37,4.4,31.16,0.4648,0
74058,80630,-66.82,8.322,19.23,0.6909,0
20601,1456,-73.39,3.49,53.41,0.7072,0
36841,94843,-84.49,4.913,27.83,0.5597,0
41056,43509,-95.0,2.868,22.97,0.5152,0
56045,48222,-56.87,1.588,3.83,0.2526,1
62973,19391,-56.67,2.344,9.13,0.1966,1
66971,62650,-71.57,6.522,13.86,0.2366,0
41392,17955,-71.29,11.416,37.91,0.6517,0
18838,30895,-45.13,1.143,12.15,0.3396,1
84474,26793,-45.11,2.199,17.64,0.4479,1
3516,68870,-45.24,2.265,6.5,0.4144,1
65258,84411,-49.29,2.345,14.47,0.2424,1
1052,63518,-66.53,5.296,150.0,0.6915,0
95710,99093,-54.11,2.389,9.64,0.1075,1
79313,98055,-78.72,5.332,42.31,0.9292,0
6997,10640,-57.83,2.658,64.68,0.7193,0
53811,74906,-56.15,2.405,7.11,0.0865,1
40847,6305,-46.87,1.848,10.16,0.2584,1
60406,96961,-55.71,1.748,15.76,0.0825,1
91357,32604,-56.34,1.136,11.77,0.5916,1
75159,49905,-72.12,2.992,45.06,0.6972,0
22807,12140,-69.37,7.343,28.61,0.7544,0
2535,92268,-42.56,1.157,9.01,0.2431,1
86354,22346,-60.1,5.111,20.73,0.9045,0
98141,44421,-63.13,1.048,5.79,0.3203,1
45935,6463,-74.22,8.722,42.69,0.7838,0
31544,49861,-57.16,2.185,20.03,0.3318,1
32113,47055,-48.71,1.907,6.85,0.0884,1
65701,1614,-50.31,1.622,10.68,0.1294,1
39941,83651,-87.82,10.551,120.64,0.8067,0
32734,64932,-60.6,1.412,6.67,0.0538,1
60112,44608,-58.45,1.813,4.7,0.3452,1
8973,52710,-45.79,1.278,19.97,0.1621,1
1244,60783,-77.76,14.103,50.92,0.7106,0
43772,59219,-79.24,13.388,150.0,0.6511,0
69223,89240,-88.2,9.185,40.27,0.4266,0
78409,96371,-59.12,1.947,21.92,0.5145,1
69428,31105,-57.55,2.512,8.62,0.3935,1
94167,3746,-50.84,2.561,27.25,0.3303,1
58007,24836,-63.01,6.562,142.68,0.8331,0
74780,28074,-40.69,1.459,5.97,0.0554,1
46024,34136,-74.17,4.628,37.64,0.8866,0
68401,24611,-69.45,2.301,7.26,0.5852,1
20303,64407,-51.64,1.118,24.16,0.4382,1
88254,81895,-52.65,1.144,5.99,0.1535,1
12356,51920,-89.29,2.873,19.85,0.8558,0
37694,21676,-61.86,3.367,28.42,0.1919,1
74605,10802,-64.8,1.66,6.91,0.0802,1
62379,96418,-78.95,6.472,33.79,0.8221,0
19013,60910,-66.52,2.528,150.0,0.6073,0
55780,39516,-43.01,2.178,5.87,0.1212,1
80203,83392,-60.17,1.166,12.78,0.0562,1
62037,34578,-53.47,1.687,8.63,0.3986,1
16591,27562,-54.08,2.228,7.57,0.0785,1
97836,82590,-71.8,1.473,2.39,0.4156,1
21108,28405,-59.27,5.823,82.73,0.7388,0
76032,88076,-59.21,3.067,18.31,0.2179,1
72371,22285,-75.71,6.642,47.64,0.6361,0
359,42434,-92.4,4.108,47.7,0.6329,0
56247,36525,-69.15,4.878,16.78,0.5481,0
43734,45123,-55.33,2.562,47.7,0.0467,1
70160,27569,-76.37,1.338,9.51,0.2919,1
28781,86432,-44.86,1.057,5.76,0.1198,1
67155,66711,-88.6,6.403,49.03,0.8403,0
17891,19092,-91.91,11.004,20.0,0.821,0
28035,42861,-95.0,5.337,47.58,0.8478,0
73921,23629,-58.27,2.762,34.4,0.4653,0
65621,43485,-86.29,5.636,30.92,0.8724,0
83348,17369,-60.83,5.788,16.47,0.8204,0
93013,22479,-71.97,3.519,65.93,0.6526,0
40598,40414,-56.78,1.87,11.87,0.3109,1
99532,42040,-78.69,5.571,33.91,0.5713,0
29916,54012,-62.77,2.0,13.33,0.196,1
3592,17103,-72.59,2.825,48.11,0.557,0
8329,21678,-79.89,3.523,32.42,0.9122,0
77691,26441,-74.18,3.347,87.25,0.7008,0
24022,95889,-84.12,6.413,182.52,0.5946,0
86451,62147,-50.75,2.57,14.48,0.1113,1
95019,9195,-53.35,1.644,26.53,0.2576,1
12718,34808,-61.23,8.483,22.0,0.812,0
81466,87028,-57.23,2.919,11.23,0.1508,1
87431,85191,-94.97,10.019,94.15,0.7712,0
71540,38064,-48.12,1.324,5.55,0.2606,1
15518,10284,-70.7,10.556,150.0,0.7619,0
90410,72593,-44.1,2.76,9.5,0.0804,1
75485,46541,-32.16,1.062,4.69,0.4657,1
83569,52611,-88.91,6.639,11.12,0.4518,0
32275,54473,-73.4,3.95,77.82,0.5344,0
17545,5723,-56.74,3.358,47.23,0.6933,0
46248,90395,-79.76,3.834,15.85,0.8413,0
6267,45153,-69.78,4.016,150.0,0.9099,0
52766,75615,-70.0,5.795,61.47,0.8096,0
53473,27709,-53.03,1.969,10.46,0.4469,1
11725,20930,-89.08,6.384,33.15,0.9104,0
89705,91780,-90.42,11.545,46.04,0.7761,0
68325,43024,-44.58,1.067,14.48,0.2372,1
75331,53078,-53.58,1.914,13.27,0.0854,1
54073,78497,-74.41,9.281,64.22,0.4758,0
33064,50443,-62.86,6.585,150.0,0.6013,0
15291,86050,-70.63,10.114,25.42,0.7846,0
75773,12726,-81.41,4.829,58.58,0.8148,0
15259,30359,-80.73,9.122,87.76,0.7692,0
63840,28262,-55.3,1.01,15.68,0.2177,1
40675,60420,-84.95,5.884,159.63,0.5292,0
65551,39126,-75.87,7.044,19.4,0.5433,0
62162,2021,-70.54,3.288,32.53,0.9681,0
96271,4296,-74.69,4.469,150.0,0.7669,0
6601,43206,-66.47,5.113,17.85,0.1425,0
72071,90234,-88.84,3.753,60.05,0.9178,0
24781,23790,-53.41,1.699,26.91,0.2862,1
2930,11549,-59.36,2.055,10.76,0.1032,1
84879,7025,-60.12,1.062,10.32,0.221,1
88681,22482,-65.26,6.149,114.82,0.8423,0
65970,81509,-95.0,15.0,150.0,0.6692,0
39519,72134,-65.57,7.28,21.71,0.9282,0
28922,50310,-53.83,1.247,18.12,0.0505,1
64585,38,-60.67,1.827,4.34,0.4679,1
83832,39836,-75.67,6.251,56.94,0.6093,0
19100,48060,-80.68,7.675,20.65,0.9716,0
30570,59636,-54.12,3.06,5.12,0.1744,1
88122,72971,-65.72,6.421,58.81,0.5382,0
85130,19240,-64.52,5.099,15.02,0.5353,0
65712,85896,-61.43,1.173,9.44,0.258,1
62617,86219,-74.64,6.483,48.08,0.6411,0
99709,43451,-58.61,1.487,14.22,0.3386,1
91199,33320,-70.99,11.988,150.0,0.6852,0
16261,80336,-65.41,1.11,24.66,0.0529,1
20214,83880,-57.65,1.766,3.42,0.5621,1
7476,11224,-63.74,5.483,44.01,0.7676,0
96857,52235,-73.66,3.164,61.69,0.7611,0
68131,71206,-59.09,2.585,33.4,0.5934,0
45289,91861,-87.52,14.285,51.12,0.6729,0
64216,11374,-63.02,1.043,1.95,0.3078,1
42992,10961,-51.01,2.777,22.33,0.2225,1
12308,71229,-81.76,11.09,55.72,0.8171,0
83865,55456,-51.44,1.049,4.02,0.3074,1
70669,33489,-71.03,5.396,114.83,0.6644,0
46851,61161,-38.55,1.776,8.51,0.1659,1
24228,7209,-47.72,1.197,8.51,0.1498,1
67883,24893,-74.83,7.146,49.81,0.513,0
52695,35334,-56.65,1.694,11.56,0.1436,1
90628,2946,-47.85,1.358,8.55,0.3488,1
26196,32702,-61.65,4.618,27.22,0.7918,0
41098,86775,-42.8,1.673,24.66,0.4122,1
11627,98991,-60.35,1.806,8.17,0.1611,1
57326,66454,-51.88,2.062,24.09,0.1098,1
30957,41061,-79.65,5.418,50.68,0.6555,0
19186,86537,-62.48,3.611,15.21,0.1519,1
49525,72849,-68.91,2.139,9.3,0.2229,1
22423,29082,-64.3,10.102,18.37,0.8784,0
75907,65682,-92.64,14.613,52.69,0.7962,0
93077,78387,-54.26,1.415,4.41,0.5606,1
52632,14035,-82.06,1.925,12.48,0.5791,0
95731,66761,-62.89,1.709,18.05,0.3703,1
27472,21611,-78.94,4.969,32.06,0.7432,0
6122,36104,-82.33,4.163,15.91,0.8388,0
48304,60946,-43.77,1.545,19.46,0.5407,1
48808,91712,-53.45,1.761,8.08,0.4117,1
14604,88018,-56.38,1.915,23.28,0.3892,1
63492,65375,-45.79,1.325,5.83,0.2292,1
52163,1197,-41.39,1.077,6.85,0.4232,1
76835,1123,-44.96,4.492,76.11,0.8209,0
66359,75356,-95.0,3.264,42.01,0.7739,0
63656,93682,-56.29,1.329,11.93,0.2801,1
45140,37159,-40.49,2.514,3.09,0.4032,1
86401,91230,-53.72,3.109,19.12,0.2141,1
25534,64208,-50.97,1.257,11.46,0.5935,1
52132,33909,-41.71,1.362,20.11,0.6469,1
72693,2203,-82.18,5.458,49.55,0.8829,0
18984,42352,-60.96,3.071,19.65,0.6967,1
86730,14574,-71.7,3.295,31.67,0.6003,0
55819,91117,-64.4,1.232,4.89,0.3496,1
53294,22127,-51.71,3.52,17.55,0.2736,1
87640,31218,-85.97,2.603,150.0,0.6924,0
71904,43499,-55.0,8.46,47.6,0.4405,0
25378,65203,-45.02,2.19,13.54,0.7561,0
33892,48120,-88.52,2.814,26.1,0.7114,0
98193,85375,-80.45,3.774,54.46,0.4701,0
1545,25254,-57.88,1.895,6.33,0.2739,1
76679,32350,-86.58,3.716,15.56,0.7867,0
88752,28766,-56.9,1.307,10.37,0.1634,1
4869,55862,-41.74,1.41,6.99,0.0983,1
31522,54234,-57.57,1.141,6.33,0.1648,1
82783,5597,-75.71,5.264,106.07,0.8424,0
695,51449,-67.16,3.463,21.63,0.9567,0
1774,73074,-75.6,6.183,35.47,0.921,0
80998,30382,-69.24,2.897,14.9,0.4716,0
67384,59318,-81.6,3.645,27.57,0.752,0
63027,80688,-78.73,12.276,73.48,0.763,0
31936,63755,-73.41,8.242,37.58,0.6913,0
65026,55689,-62.66,4.308,13.21,0.3049,1
50186,40263,-77.4,2.702,108.51,0.7889,0
24576,80226,-61.6,2.34,8.23,0.1303,1
86893,46235,-84.75,5.088,78.89,0.7226,0
53872,52926,-69.61,1.191,28.01,0.1247,1
23924,74213,-48.44,4.099,7.15,0.3575,1
39685,22131,-90.81,5.515,111.75,0.9352,0
16277,87792,-92.15,3.559,150.0,0.7,0
51547,24705,-81.95,9.151,93.08,0.7748,0
26832,32648,-61.4,1.881,3.12,0.5709,1
16883,83914,-73.77,4.699,79.65,0.7715,0
52837,67687,-59.56,1.079,4.55,0.2409,1
32373,97921,-52.57,1.006,16.51,0.1579,1
58465,64931,-50.12,1.212,7.63,0.3562,1
42235,58003,-84.74,4.984,27.64,0.6968,0
30031,83534,-61.44,1.179,17.89,0.1882,1
10878,34876,-52.58,1.399,15.69,0.0644,1
58602,56601,-60.66,1.143,11.55,0.4343,1
92216,8844,-67.19,8.046,63.93,0.9022,0
61265,80259,-75.28,7.992,37.45,0.8697,0
754,35752,-50.21,1.564,6.27,0.441,1
22084,78290,-62.48,1.075,11.34,0.2953,1
1581,12084,-53.64,5.016,6.5,0.4623,1
48180,49927,-95.0,9.788,41.61,0.9075,0
1655,49095,-66.17,7.964,36.36,0.83,0
92217,32669,-86.16,5.98,62.4,0.7756,0
1034,56955,-70.36,3.84,46.22,0.7918,0
97339,14448,-49.45,1.242,4.86,0.3492,1
24731,90989,-58.51,1.259,18.56,0.3102,1
65861,78824,-77.54,2.609,41.29,0.8812,0
94460,43537,-89.19,8.317,150.0,0.7003,0
60674,76476,-81.14,5.739,37.54,0.9321,0
98174,90124,-41.09,1.701,12.58,0.4776,1
34710,20611,-73.01,13.895,59.51,0.8175,0
77539,58074,-50.26,1.069,6.61,0.2935,1
86424,33645,-41.47,3.548,8.36,0.3473,1
97953,39881,-85.14,4.321,46.17,0.752,0
92540,54468,-58.99,2.231,17.33,0.46,0
26020,83290,-56.77,1.115,4.22,0.2806,1
56508,26334,-83.31,3.468,52.58,0.9069,0
13187,78634,-77.49,2.429,16.1,0.4693,0
74891,40576,-58.8,1.135,6.6,0.1307,1
76945,45484,-66.39,2.036,9.7,0.1395,1
28943,53543,-59.91,6.369,16.43,0.5273,0
98494,64616,-49.04,1.426,8.42,0.2027,1
24952,90062,-59.01,6.949,33.48,0.6785,0
53020,63903,-51.1,1.917,41.92,0.7206,0
90712,38058,-61.18,2.9,69.58,0.7313,0
77453,31194,-68.82,6.108,150.0,0.7039,0
98852,76350,-43.31,1.397,6.03,0.7018,1
10624,38442,-47.25,1.214,16.54,0.3331,1
98415,16765,-57.22,1.03,6.47,0.295,1
92730,8462,-42.09,1.018,20.56,0.0493,1
68773,88407,-82.0,10.902,47.05,0.9184,0
66034,5751,-65.09,2.241,149.82,0.5393,0
28300,94585,-52.78,1.117,11.4,0.1696,1
64432,84049,-83.5,3.371,26.12,0.4972,0
30115,95056,-74.52,2.479,11.91,0.4452,1
11060,91243,-51.46,1.679,19.98,0.068,1
82202,91926,-70.65,1.754,20.11,0.1055,1
11575,12263,-50.68,1.809,13.73,0.1341,1
33843,75216,-48.2,1.304,18.12,0.7045,1
94416,71497,-67.11,1.392,27.7,0.1203,1
43903,9690,-64.13,4.026,16.18,0.857,0
97646,37496,-59.27,3.733,50.34,0.8088,0
20531,26383,-90.36,7.074,53.49,0.9595,0
94637,62388,-78.91,4.716,22.06,0.4718,0
31196,82039,-56.21,3.06,17.67,0.3032,1
98130,566,-89.83,7.212,150.0,0.897,0
29533,88767,-58.82,1.791,4.35,0.379,1
8573,27343,-66.47,2.162,14.88,0.2381,1
54358,47232,-56.28,1.554,9.68,0.1243,1
24717,26674,-55.53,4.027,129.14,0.7011,0
12365,23378,-72.91,3.263,150.0,0.8528,0
75366,20131,-49.08,1.628,6.85,0.4583,1
1965,71684,-63.92,5.92,13.27,0.6497,0
60582,26410,-82.67,4.475,32.66,0.7457,0
5093,33806,-73.3,7.511,29.35,0.6963,0
59546,76961,-64.62,3.144,52.71,0.6654,0
5442,18739,-57.82,4.483,91.52,0.7272,0
88365,33694,-53.68,2.352,6.37,0.3266,1
32444,77145,-91.72,6.447,20.9,0.8397,0
76811,26124,-60.82,2.428,14.26,0.5465,1
77815,56635,-46.04,1.151,3.45,0.2188,1
26841,28231,-58.62,1.956,7.59,0.2123,1
84406,20909,-46.64,1.476,23.29,0.3512,1
90378,69255,-77.12,7.351,13.57,0.5507,0
45998,59194,-57.09,1.251,12.74,0.7042,1
22223,10329,-54.32,1.553,6.72,0.2414,1
97705,35887,-52.12,1.141,2.8,0.1961,1
19952,15989,-78.46,3.526,52.05,0.9543,0
13607,81419,-73.84,4.762,76.16,0.8808,0
74601,82806,-62.11,5.534,15.11,0.8101,0
59145,46963,-79.59,1.977,17.24,0.7623,0
4654,64910,-59.47,2.873,11.1,0.3424,1
63952,89706,-45.22,2.061,9.3,0.2984,1
37917,47585,-74.25,7.758,150.0,0.9339,0
8512,65376,-56.27,1.468,6.09,0.0682,1
53994,13231,-53.35,1.47,10.49,0.1089,1
89635,32877,-47.82,1.623,35.44,0.588,1
63601,92158,-65.47,1.179,14.86,0.1051,1
4221,66950,-62.69,1.209,5.91,0.4012,1
98780,32120,-65.92,1.351,9.15,0.2587,1
61884,55922,-59.83,1.301,7.11,0.3367,1
98006,76162,-75.52,3.747,100.98,0.4713,0
2242,41042,-72.86,8.975,64.1,0.6893,0
14866,14998,-71.07,3.046,90.87,0.7458,0
32965,1404,-88.09,4.661,21.45,0.4581,0
99313,93390,-79.83,3.693,57.32,0.5728,0
33901,39608,-58.95,2.136,13.91,0.2719,1
37624,71972,-54.84,1.48,6.28,0.1457,1
65290,25775,-60.25,2.009,42.97,0.8904,0
96783,85912,-91.55,5.996,133.32,0.7928,0
90465,70612,-68.61,2.408,12.2,0.7516,0
20699,26669,-48.92,1.056,14.49,0.1245,1
29298,77795,-68.56,5.74,43.72,0.8186,0
73706,69074,-83.56,9.33,20.36,0.5446,0
7791,6396,-65.27,5.392,63.46,0.8485,0
97308,21096,-60.11,3.746,7.44,0.0842,1
3345,3584,-68.76,5.652,48.19,0.6851,0
81530,38121,-55.75,1.127,58.54,0.118,1
4353,22029,-60.76,4.023,22.76,0.7056,0
30610,67840,-67.04,1.18,18.2,0.1708,1
52720,62540,-52.77,1.639,23.03,0.1813,1
72064,73230,-57.05,1.061,25.83,0.4971,1
71246,29840,-65.37,1.401,14.3,0.363,1
34649,78057,-48.85,1.459,7.74,0.3512,1
53957,82660,-59.57,1.417,7.93,0.2804,1
45509,11199,-71.84,3.258,18.3,0.6846,0
9269,95250,-54.51,1.904,5.65,0.1928,1
2456,17470,-56.61,1.027,25.85,0.2708,1
23055,67437,-64.73,3.885,17.36,0.3917,0
65280,2622,-71.5,6.536,46.37,0.7387,0
27327,64932,-75.39,5.976,97.81,0.6717,0
92400,66241,-53.84,1.309,32.12,0.1072,1
14833,47048,-62.2,2.142,7.73,0.0841,1
3435,4966,-68.09,5.74,38.35,0.58,0
57304,75957,-81.87,5.679,27.0,0.7458,0
49688,35310,-80.0,7.12,41.28,0.6543,0
11703,41934,-65.38,1.116,7.44,0.3726,1
76692,33380,-78.91,9.519,92.12,0.7171,0
59186,23192,-59.86,8.855,108.65,0.8738,0
66849,28574,-52.14,4.173,13.78,0.0746,1
35077,15720,-64.06,2.875,21.22,0.793,0
20761,9287,-66.65,2.858,8.51,0.4402,1
48013,1623,-43.66,1.938,8.5,0.2618,1
39165,44363,-74.06,4.983,39.32,0.8166,0
79563,57625,-50.61,3.402,8.18,0.0982,1
12515,64052,-95.0,12.319,24.13,0.6115,0
54796,11034,-49.65,2.493,22.69,0.3888,1
33767,61369,-62.06,5.348,69.45,0.9324,0
89866,81516,-65.73,4.763,55.05,0.6422,0
9488,3116,-52.91,3.654,5.05,0.3081,1
1020,55026,-38.07,1.484,12.74,0.1143,1
17286,75024,-59.56,1.137,22.81,0.3502,1
91840,20438,-70.53,3.841,23.08,0.7504,0
40393,27275,-54.85,7.014,64.61,0.8557,0
28613,52905,-59.59,1.035,9.59,0.1363,1
7209,58290,-79.53,13.285,59.69,0.6575,0
16115,78185,-50.41,1.201,25.74,0.7037,1
67172,13507,-47.29,3.138,12.48,0.5847,1
23832,73424,-62.35,1.055,6.89,0.5746,1
34403,33686,-74.01,2.496,55.14,0.4852,0
6140,96467,-78.46,2.703,39.15,0.9676,0
55673,39767,-56.69,1.788,13.71,0.2341,1
7641,35391,-93.05,8.382,78.04,0.8945,0
97628,86543,-66.72,1.019,23.31,0.5783,1
68660,53241,-71.61,6.591,41.3,0.9201,0
77569,75438,-87.55,3.742,14.03,0.5615,0
95449,42132,-70.96,5.833,86.84,0.9105,0
55617,31777,-50.57,1.588,8.33,0.5103,1
32418,95843,-50.68,1.427,7.09,0.4478,1
19169,34814,-55.43,2.015,58.97,0.4186,0
35604,76817,-84.22,9.145,143.29,0.8437,0
40358,25899,-80.72,4.704,36.65,0.9577,0
37983,76732,-62.56,1.458,6.83,0.5223,1
73326,78512,-77.19,3.546,88.54,0.5261,0
88135,46281,-66.05,3.816,116.15,0.5323,0
6233,13156,-76.59,6.555,21.71,0.5915,0
45038,90032,-45.22,1.151,10.7,0.3663,1
57453,15959,-67.12,5.04,69.11,0.7516,0
24915,35665,-91.92,10.499,150.0,0.8217,0
27631,59661,-64.95,5.393,42.07,0.6328,0
20438,20656,-77.29,4.381,12.05,0.2882,0
35459,55912,-60.55,2.857,9.26,0.0894,1
24923,74547,-58.41,2.545,2.66,0.4492,1
4171,29290,-60.43,1.86,8.23,0.1484,1
27884,91272,-40.23,2.005,11.53,0.3963,1
81326,62163,-47.77,2.769,6.77,0.6021,1
66962,35631,-62.59,10.752,40.0,0.9572,0
66821,74095,-87.71,3.472,32.91,0.5715,0
88853,26481,-43.44,2.585,30.24,0.1312,1
9096,34576,-60.44,1.629,11.56,0.1394,1
2787,82691,-44.98,8.465,16.36,0.9098,0
12427,7448,-45.43,1.49,10.6,0.6242,1
50504,58911,-68.37,7.701,57.54,0.8825,0
41219,53596,-47.8,2.029,5.35,0.0548,1
15507,7444,-60.8,4.574,64.0,0.8963,0
84527,73481,-50.46,1.268,4.1,0.0542,1
88935,29664,-61.78,1.995,13.72,0.3845,1
69652,69692,-71.12,6.545,44.87,0.6553,0
98515,83169,-83.54,3.276,150.0,0.8288,0
9168,86211,-89.56,7.73,121.15,0.8504,0
34846,76655,-54.49,1.815,15.47,0.2056,1
64733,21410,-81.95,5.278,34.24,0.8163,0
91132,90269,-72.88,7.474,38.05,0.8533,0
11098,51293,-67.07,1.216,13.89,0.3159,1
10563,64470,-73.67,2.842,21.7,0.148,1
50426,80241,-91.12,4.208,28.38,0.7824,0
20265,10433,-91.3,10.02,25.0,0.8959,0
48242,4900,-37.02,3.857,3.86,0.086,1
40612,88468,-67.52,7.76,41.24,0.8404,0
19624,32039,-70.61,5.791,98.63,0.9782,0
50284,39973,-70.08,2.813,55.44,0.5718,0
11472,4772,-65.12,5.832,37.64,0.7925,0
17156,91361,-50.52,3.243,5.14,0.0884,1
38197,51070,-49.54,1.774,28.39,0.4075,1
13206,31045,-72.11,5.252,93.47,0.7049,0
6998,76554,-78.37,7.393,31.56,0.9605,0
85939,28171,-46.93,1.833,7.2,0.2023,1
97782,75237,-72.52,3.254,50.06,0.733,0
16518,10642,-85.21,6.685,46.05,0.8012,0
8775,13509,-69.38,1.42,3.64,0.0935,1
64203,24021,-77.16,4.319,150.0,0.7809,0
23595,28627,-66.68,5.191,37.44,0.654,0
86018,46444,-48.28,1.043,20.18,0.4522,1
5268,97871,-60.84,2.566,6.15,0.3733,1
74379,96156,-60.41,1.663,7.78,0.3842,1
89728,2143,-57.5,1.773,12.07,0.383,1
1238,83758,-86.78,4.497,149.1,0.5498,0
27588,41265,-78.91,7.421,29.44,0.5749,0
50796,15448,-86.82,5.904,19.64,0.9109,0
27146,92882,-65.29,4.851,20.2,0.8721,0
84513,10152,-50.05,1.078,12.16,0.0975,1
65104,19729,-72.36,2.615,148.47,0.678,0
19054,1393,-57.62,2.244,26.08,0.3721,1
70871,48054,-71.48,9.904,150.0,0.8127,0
30747,50150,-43.96,1.723,8.92,0.2162,1
13637,13418,-95.0,6.469,32.72,0.7133,0
29562,89797,-67.12,4.894,16.05,0.5594,0
78448,71932,-45.54,2.58,11.28,0.3265,1
40238,2781,-79.69,2.889,64.84,0.792,0
32954,87672,-56.14,1.162,5.33,0.1578,1
70823,86108,-53.94,1.055,16.64,0.1277,1
91664,64325,-54.95,1.628,4.64,0.4116,1
20842,86861,-52.45,1.472,12.36,0.3602,1
66147,58090,-51.78,2.085,12.17,0.3033,1
84829,7976,-77.06,9.791,128.49,0.7229,0
58113,80353,-55.63,1.917,8.32,0.1312,1
37028,10400,-51.17,2.017,12.2,0.2244,1
81327,3067,-77.32,3.963,8.78,0.3785,1
54817,98475,-49.3,1.689,4.52,0.2474,1
91949,31749,-69.75,3.394,36.44,0.3606,0
45859,20465,-49.62,2.532,14.68,0.4841,1
34629,11217,-93.53,9.582,55.54,0.9101,0
87892,96779,-63.34,3.993,28.08,0.8474,0
82014,45260,-61.96,4.715,37.93,0.6609,0
51821,6162,-41.29,1.867,8.3,0.2193,1
20170,67495,-72.3,6.352,82.62,0.5006,0
96787,16263,-58.41,1.172,8.34,0.3258,1
71950,69217,-74.46,2.743,36.31,0.5377,0
88148,73828,-85.06,3.617,46.94,0.8769,0
90528,19912,-82.56,4.065,94.64,0.7382,0
40045,65014,-93.37,4.961,132.02,0.5438,0
19318,15613,-59.2,2.225,4.06,0.6205,1
631,61854,-75.91,7.711,150.0,0.8061,0
75707,81052,-65.64,2.125,6.97,0.1477,1
33762,15961,-84.74,4.77,86.61,0.4241,0
